0	0	0	0	0	0	0	0	0	1	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	999	999	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	1	0	1	2	0	0	2	0	20	0	0	1030	0	0	0	0	0	0	0	641	0	2	0	1	2	0	0	0	0	4	1	1	436	0	1	39	13	0	0	240	1	2	1030	P	0	0	0	0	3	0	1030	22	0	4	0	1	0	1	1	0	0	3	0	0	28	1	2	0	8	2	0
0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	999	999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	0	1	0	0	0	0	47	13	0	0	240	1	4	0	P	2	0	222	0	0	1	0	23	1	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	5	0	0
0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	420	2	2	0	0	0	0	58	58	0	36000	0	0	0	0	0	0	0	931	0	2	0	0	0	0	1	0	0	2	1	2	5	0	2	1	431	200	1	80	1	0	36000	P	0	0	0	8	1	0	36000	10	0	1	4	1	0	2	0	0	0	0	60	1	52	1	1	0	15	1	4
0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	2	0	0	3	0	45	0	0	12000	0	0	790	0	0	0	0	831	0	2	0	2	0	0	0	0	0	4	1	2	203	0	2	12	431	0	0	80	1	4	12000	P	1	0	0	0	6	0	12790	23	0	1	0	1	0	2	1	0	0	3	0	0	52	1	2	0	11	1	0
0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	750	2	2	0	0	1	0	30	40	0	3900	0	0	0	0	0	0	0	642	0	2	0	0	4	0	1	0	0	4	1	2	96	0	2	1	431	300	12	80	1	4	3900	P	2	0	0	1	1	0	3900	10	0	6	0	2	0	2	1	0	0	0	10	0	26	1	1	0	11	1	0
0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1125	2	2	0	0	1	0	20	25	0	2360	0	0	0	0	0	0	0	623	0	2	0	0	4	0	1	0	0	4	1	2	264	0	2	12	431	100	1	48	1	4	2360	P	2	0	0	1	1	0	2360	23	0	6	0	1	0	2	1	0	0	0	35	0	40	1	1	0	11	1	0
0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	939	999	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	2	2	0	0	0	0	48	0	0	12000	0	0	0	0	0	0	0	60	0	2	0	1	4	0	0	100	1	4	2	2	567	0	2	1	187	0	0	48	1	0	12000	P	11	0	0	0	3	0	12000	10	0	6	0	1	0	2	0	0	0	1	0	0	48	1	2	0	10	1	0
0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	999	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	900	2	2	0	0	0	0	55	40	0	35000	0	0	120	0	0	0	0	120	0	2	0	0	0	0	1	0	0	4	1	2	259	0	2	1	466	100	1	144	1	0	35000	P	0	0	0	1	1	0	35120	10	0	1	0	1	0	3	0	0	0	0	10	0	52	1	1	0	14	1	0
0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	935	999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2230	2	2	0	0	1	0	16	32	0	2600	0	0	890	0	0	0	0	831	0	2	0	0	0	0	1	800	48	4	2	2	95	0	2	47	466	100	1	96	1	4	2600	P	1	0	0	1	1	0	3490	23	0	1	0	1	0	3	1	0	0	0	15	0	49	1	1	0	14	1	0
0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	999	999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	715	2	2	0	0	0	0	40	40	0	16000	0	0	0	0	0	0	0	521	0	2	0	0	0	0	1	100	1	4	2	2	259	0	2	1	175	100	1	112	1	0	16000	P	0	0	0	1	1	0	16000	10	0	1	0	2	0	4	0	0	0	0	15	0	52	1	1	0	11	1	0
