fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,targets
-0.5232810621662691,1.0746915303086755,-1.376063465278033,-0.6450488626337569,-0.17296784810026422,-0.45094256707882274,-0.308410488682996,0.7665551454312324,1.4082890078355619,-0.621063470940058,-0.990271652994424,1
-0.24956481426391303,2.166690893663996,-1.376063465278033,0.9385812657892284,1.3646546521594762,1.1481853953590628,0.9660586148191874,0.14298598134743884,-0.9423639716248186,0.4104306399024677,-0.5801118593708376,1
-0.24956481426391303,1.4386913180937826,-1.1540124077580847,0.2598826393222342,0.9453030611795468,0.005951136474858856,0.46399502859105457,0.2676998141641837,-0.48739887882603766,0.15255711219183607,-0.5801118593708376,1
2.077023292906117,-1.4733069841870712,1.7326513400012442,-0.6450488626337569,-0.24285977993025248,0.23439798825169966,0.6957166837732698,0.8912689782479772,-1.2456740334906748,-0.44914778579963777,-0.5801118593708376,1
-0.5232810621662691,1.0746915303086755,-1.376063465278033,-0.6450488626337569,-0.17296784810026422,-0.45094256707882274,-0.308410488682996,0.7665551454312324,1.4082890078355619,-0.621063470940058,-0.990271652994424,1
-0.5232810621662691,0.8320250051186049,-1.376063465278033,-0.8712817381227546,-0.24285977993025248,-0.22249571530198195,-0.0766888335007808,0.7665551454312324,1.4082890078355619,-0.621063470940058,-0.990271652994424,1
-0.18113575228832351,0.46802521733349783,-1.0429868789981105,-1.3237474891007501,-0.662211370910181,0.005951136474858856,0.6570964079095672,-0.10644168428612012,-0.18408881696018145,-1.480641896642163,-0.990271652994424,1
-0.5917101241418586,0.7713583738210871,-1.376063465278033,-2.228678991056742,-0.9417790982301341,0.005951136474858856,-0.8104740749111289,-1.2288661796368932,0.4983588222379967,-1.394684054071953,-0.3750319625590453,2
-0.24956481426391303,0.3466919547384621,-1.2650379365180588,-0.4188159871447589,-0.382643643590229,-0.6793894188556635,-0.9263349025022364,0.14298598134743884,0.27087627583860285,-0.5351056283698483,-0.8877317045885279,2
-1.0022844959953932,0.3466919547384621,-0.9319613502381363,-0.8712817381227546,1.2947627203294871,0.005951136474858856,0.8888180630917824,-0.41822626632798227,-0.3357438478931095,-0.7929791560804791,-1.1953515498062182,1
